"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Gachoki S.; Groen T.A.; Vrieling A.; Skidmore A.; Masiga D.","Gachoki, Stella (57218228557); Groen, Thomas A. (23984642700); Vrieling, Anton (23089590700); Skidmore, Andrew (7006518879); Masiga, Daniel (6602245060)","57218228557; 23984642700; 23089590700; 7006518879; 6602245060","Towards accurate spatial prediction of Glossina pallidipes relative densities at country-scale in Kenya","2024","Ecological Informatics","81","","102610","","","","1","10.1016/j.ecoinf.2024.102610","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191300848&doi=10.1016%2fj.ecoinf.2024.102610&partnerID=40&md5=63cea27003163d694c60d73bd6bc38da","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85191300848"
"Wang G.; Zhang W.; Chen M.; Ji M.; Diao X.; Miao H.","Wang, Guofu (57852121300); Zhang, Wei (57192224347); Chen, Meiling (55986326500); Ji, Min (57851273500); Diao, Xingliang (58124580500); Miao, Hu (57852336900)","57852121300; 57192224347; 55986326500; 57851273500; 58124580500; 57852336900","Enhancing Sustainable Afforestation through Innovative Earth Auger Design: A Simulation Study in Hilly Regions","2024","Sustainability (Switzerland) ","16","13","5402","","","","2","10.3390/su16135402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198494697&doi=10.3390%2fsu16135402&partnerID=40&md5=084b90c19687394db9f37fe5ee5c541a","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198494697"
"Martins B.; Pinheiro C.; Nunes A.; Bento-Gonçalves A.; Laranjeira M.","Martins, Bruno (57213848578); Pinheiro, Catarina (59159080100); Nunes, Adélia (36129780400); Bento-Gonçalves, António (36129545400); Laranjeira, Manuela (56270317300)","57213848578; 59159080100; 36129780400; 36129545400; 56270317300","Site-scale drivers of post-fire vegetation regrowth in gullies: A case study in Mediterranean Europe","2024","Earth Surface Processes and Landforms","49","13","","4371","4387","16","0","10.1002/esp.5974","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203050481&doi=10.1002%2fesp.5974&partnerID=40&md5=f53e20095ac6f19794399b4978f8c52f","Article","Final","","Scopus","2-s2.0-85203050481"
"Ma H.; Zeng J.; Zhang X.; Peng J.; Li X.; Fu P.; Cosh M.H.; Letu H.; Wang S.; Chen N.; Wigneron J.-P.","Ma, Hongliang (57329969600); Zeng, Jiangyuan (55383415800); Zhang, Xiang (57219712861); Peng, Jian (57205067933); Li, Xiaojun (57876080300); Fu, Peng (57207967909); Cosh, Michael H. (6603017725); Letu, Husi (35098748100); Wang, Shaohua (55795402700); Chen, Nengcheng (7401911971); Wigneron, Jean-Pierre (7005692975)","57329969600; 55383415800; 57219712861; 57205067933; 57876080300; 57207967909; 6603017725; 35098748100; 55795402700; 7401911971; 7005692975","Surface soil moisture from combined active and passive microwave observations: Integrating ASCAT and SMAP observations based on machine learning approaches","2024","Remote Sensing of Environment","308","","114197","","","","11","10.1016/j.rse.2024.114197","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85192673899&doi=10.1016%2fj.rse.2024.114197&partnerID=40&md5=eb34f73d57b5105e2cec3138c7303e21","Article","Final","","Scopus","2-s2.0-85192673899"
"Crockett J.L.; Hurteau M.D.","Crockett, Joseph L. (57200276108); Hurteau, Matthew D. (23018597600)","57200276108; 23018597600","Climate limits vegetation green-up more than slope, soil erodibility, and immediate precipitation following high-severity wildfire","2024","Fire Ecology","20","1","41","","","","1","10.1186/s42408-024-00264-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85191471340&doi=10.1186%2fs42408-024-00264-0&partnerID=40&md5=0eb8a5ce70bf07910775a75381d3d163","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85191471340"
"Adhikari S.; Zhou W.; Dou Z.; Sakib N.; Ma R.; Chaudhari B.; Liu B.","Adhikari, Saraswoti (59145138100); Zhou, Wanying (57431057000); Dou, Zeyu (59268411500); Sakib, Nazmus (58708867700); Ma, Rong (57699239400); Chaudhari, Bhavana (59145392400); Liu, Binhui (56055143800)","59145138100; 57431057000; 59268411500; 58708867700; 57699239400; 59145392400; 56055143800","Analysis of Flash Drought and Its Impact on Forest Normalized Difference Vegetation Index (NDVI) in Northeast China from 2000 to 2020","2024","Atmosphere","15","7","818","","","","2","10.3390/atmos15070818","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199671079&doi=10.3390%2fatmos15070818&partnerID=40&md5=b857e849a719513284f40700e6c8156b","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199671079"
"Liu Y.; Cheng J.; Zhang Y.; Pan Y.; Wu J.","Liu, Yuejun (58741259500); Cheng, Jianghao (58741259400); Zhang, Yanjie (57037338500); Pan, Ying (56401343300); Wu, Junxi (25825783100)","58741259500; 58741259400; 57037338500; 56401343300; 25825783100","Non-trade-off Changes in Soil Conservation Service and Soil Loss on the Tibetan Plateau Underlying the Impacts of Climate Change and human activities","2025","Environmental Management","75","1","105793","96","110","14","1","10.1007/s00267-024-01987-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193037586&doi=10.1007%2fs00267-024-01987-1&partnerID=40&md5=52a557c6b9a30d437f07fc8e8d540057","Article","Final","","Scopus","2-s2.0-85193037586"
"Teitelbaum C.S.; Ferraz A.; De La Cruz S.E.W.; Gilmour M.E.; Brosnan I.G.","Teitelbaum, Claire S. (56703682100); Ferraz, António (36739093800); De La Cruz, Susan E. W. (26435078600); Gilmour, Morgan E. (56421760100); Brosnan, Ian G. (36571455700)","56703682100; 36739093800; 26435078600; 56421760100; 36571455700","The potential of remote sensing for improved infectious disease ecology research and practice","2024","Proceedings of the Royal Society B: Biological Sciences","291","2037","20241712","","","","1","10.1098/rspb.2024.1712","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85212766940&doi=10.1098%2frspb.2024.1712&partnerID=40&md5=4358571ad0b2bcca05b6882b6e742a8e","Review","Final","","Scopus","2-s2.0-85212766940"
"Tiwari A.; Nanjundan P.; Kumar R.R.; Soni V.K.","Tiwari, Arpit (57212081180); Nanjundan, Preethi (57220784492); Kumar, Ravi Ranjan (59562847200); Soni, Vijay Kumar (56225488500)","57212081180; 57220784492; 59562847200; 56225488500","A framework for natural resource management with geospatial machine learning: a case study of the 2021 Almora forest fires","2024","Fire Ecology","20","1","78","","","","1","10.1186/s42408-024-00293-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202187689&doi=10.1186%2fs42408-024-00293-9&partnerID=40&md5=2b8bf24a48ac2fb70c7a76ec9d127374","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85202187689"
"Silva A.G.P.; Galvão L.S.; Ferreira Júnior L.G.; Teles N.M.; Mesquita V.V.; Haddad I.","Silva, Angela Gabrielly Pires (59216453500); Galvão, Lênio Soares (7006071339); Ferreira Júnior, Laerte Guimarães (57194632740); Teles, Nathália Monteiro (58736111000); Mesquita, Vinícius Vieira (57195530363); Haddad, Isadora (57657630800)","59216453500; 7006071339; 57194632740; 58736111000; 57195530363; 57657630800","Discrimination of Degraded Pastures in the Brazilian Cerrado Using the PlanetScope SuperDove Satellite Constellation","2024","Remote Sensing","16","13","2256","","","","3","10.3390/rs16132256","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198337020&doi=10.3390%2frs16132256&partnerID=40&md5=95afbf0c83e01b6452418d833f14617c","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85198337020"
"Machacova K.; Schindler T.; Bréchet L.; Mander Ü.; Grams T.E.E.","Machacova, Katerina (57194729209); Schindler, Thomas (57215031344); Bréchet, Laëtitia (35180921900); Mander, Ülo (7003337933); Grams, Thorsten E.E. (7003292772)","57194729209; 57215031344; 35180921900; 7003337933; 7003292772","Substantial uptake of nitrous oxide (N2O) by shoots of mature European beech","2024","Science of the Total Environment","934","","173122","","","","2","10.1016/j.scitotenv.2024.173122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193287849&doi=10.1016%2fj.scitotenv.2024.173122&partnerID=40&md5=7bdf0214c79546c78bbc3b3d700b1600","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85193287849"
"de Souza S.M.; Ramos M.B.; Maciel M.G.R.; da Cunha S.S.; de Souza J.J.L.L.; de Faria Lopes S.","de Souza, Stefanny Martins (57878463200); Ramos, Maiara Bezerra (57205310778); Maciel, Maria Gracielle Rodrigues (57878463100); da Cunha, Sonaly Silva (57879256700); de Souza, José João Lelis Leal (37051974900); de Faria Lopes, Sérgio (21741392900)","57878463200; 57205310778; 57878463100; 57879256700; 37051974900; 21741392900","Effects of Vegetable Cover on the Regeneration Process in Degraded Dry Forest in Brazil","2024","Land Degradation and Development","35","18","","5570","5583","13","0","10.1002/ldr.5316","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85206830520&doi=10.1002%2fldr.5316&partnerID=40&md5=63aaf48cfc4f6a148849ad413b5fa97a","Article","Final","","Scopus","2-s2.0-85206830520"
"Aditi K.; Pandey A.; Banerjee T.","Aditi, Kumari (58546348600); Pandey, Akanksha (59243673700); Banerjee, Tirthankar (35172576100)","58546348600; 59243673700; 35172576100","Forest fire emission estimates over South Asia using Suomi-NPP VIIRS-based thermal anomalies and emission inventory","2025","Environmental Pollution","366","","125441","","","","0","10.1016/j.envpol.2024.125441","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211379638&doi=10.1016%2fj.envpol.2024.125441&partnerID=40&md5=e716d48f13ae45ead23ebccb1a90a669","Article","Final","","Scopus","2-s2.0-85211379638"
"O'Leary D.; Brown C.; Hodgson J.; Connolly J.; Gilet L.; Tuohy P.; Fenton O.; Daly E.","O'Leary, Dave (57205037098); Brown, Colin (35498269400); Hodgson, Jim (59458558400); Connolly, John (57213332412); Gilet, Louis (57193787266); Tuohy, Patrick (56432790300); Fenton, Owen (15750738700); Daly, Eve (9747626200)","57205037098; 35498269400; 59458558400; 57213332412; 57193787266; 56432790300; 15750738700; 9747626200","Airborne radiometric data for digital soil mapping of peat at broad and local scales","2025","Geoderma","453","","117129","","","","1","10.1016/j.geoderma.2024.117129","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85211031094&doi=10.1016%2fj.geoderma.2024.117129&partnerID=40&md5=9a226a2c5825e48e83aa15f3852e6e78","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85211031094"
"Kuchenbecker J.; Oki Y.; Camarota F.; Neves F.S.; Macedo D.R.; Silva Ferreira B.; Aguilar R.; Ashworth L.; Fabiano E.; Dias Araújo B.; Ponce De Leon A.; Ribeiro Silva B.; Bragioni T.; Figueiredo Goulart F.; Cärtes Figueira J.E.; Wilson Fernandes G.","Kuchenbecker, Juliana (57204428528); Oki, Yumi (26041024000); Camarota, Flávio (54381431700); Neves, Frederico S. (59460504100); Macedo, Diego R. (23569733900); Silva Ferreira, Bárbara (59488370600); Aguilar, Ramiro (7101739215); Ashworth, Lorena (7005050246); Fabiano, Ezequiel (55354856500); Dias Araújo, Bárbara (59488801300); Ponce De Leon, Amanda (59488801400); Ribeiro Silva, Bruna (59489861900); Bragioni, Thamyris (57263361800); Figueiredo Goulart, Fernando (59489020900); Cärtes Figueira, José Eugênio (59489021000); Wilson Fernandes, Geraldo (59488801500)","57204428528; 26041024000; 54381431700; 59460504100; 23569733900; 59488370600; 7101739215; 7005050246; 55354856500; 59488801300; 59488801400; 59489861900; 57263361800; 59489020900; 59489021000; 59488801500","Evaluating the role of fire over a decade in a tropical mountainous forest-grassland mosaic","2024","Journal of Mountain Science","21","12","","4191","4207","16","0","10.1007/s11629-024-8897-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85213223804&doi=10.1007%2fs11629-024-8897-0&partnerID=40&md5=2cc903500f0208dec54c60b828a0eca7","Article","Final","","Scopus","2-s2.0-85213223804"
"Amankwah A.A.; Quaye-Ballard J.A.; Kouassi E.K.; Porembski S.; Manu E.A.; Adu-Bredu S.","Amankwah, Afua Amponsah (57221391864); Quaye-Ballard, Jonathan Arthur (35790687200); Kouassi, Edouard Konan (55897879700); Porembski, Stefan (7004484104); Manu, Emmanuel Amponsah (57195773594); Adu-Bredu, Stephen (6603089235)","57221391864; 35790687200; 55897879700; 7004484104; 57195773594; 6603089235","Effect of anthropogenic activities on carbon stocks in protected areas within Ghana's forest-Savannah transition zone","2024","Trees, Forests and People","17","","100641","","","","2","10.1016/j.tfp.2024.100641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85201413085&doi=10.1016%2fj.tfp.2024.100641&partnerID=40&md5=6b661dd21e6395cca023e3a7f1aabf80","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85201413085"
"Manea A.; McLeish A.G.; Le Roux J.J.; Chariton A.A.; Leishman M.R.","Manea, Anthony (36450788900); McLeish, Andrew G. (57211518605); Le Roux, Jaco J. (57219784343); Chariton, Anthony A. (35572812000); Leishman, Michelle R. (7003507706)","36450788900; 57211518605; 57219784343; 35572812000; 7003507706","The role of abiotic soil properties in bell miner associated dieback of eucalypt forests in eastern Australia","2024","Forest Ecology and Management","572","","122323","","","","0","10.1016/j.foreco.2024.122323","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85205554795&doi=10.1016%2fj.foreco.2024.122323&partnerID=40&md5=6a54a44a6b7faff03946e1d9613270f8","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85205554795"
"Jones S.S.; Matsala M.; Delin E.V.; Subramanian N.; Nilsson U.; Holmström E.; Drobyshev I.","Jones, Sara Sharon (59410535800); Matsala, Maksym (57208823347); Delin, Emily Viola (59410911800); Subramanian, Narayanan (56699595600); Nilsson, Urban (7102984835); Holmström, Emma (55234397900); Drobyshev, Igor (6602516551)","59410535800; 57208823347; 59410911800; 56699595600; 7102984835; 55234397900; 6602516551","Forest structure, roads and soil moisture provide realistic predictions of fire spread in modern Swedish landscape","2025","Ecological Modelling","499","","110942","","","","0","10.1016/j.ecolmodel.2024.110942","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85209105685&doi=10.1016%2fj.ecolmodel.2024.110942&partnerID=40&md5=0126851fabedd66fcacf8a451bb10b42","Article","Final","","Scopus","2-s2.0-85209105685"
"Jeong U.; Han S.H.; Kim D.; Kim S.; Cheong E.J.","Jeong, Ukhan (57211581010); Han, Seung Hyun (57207284733); Kim, Dohee (59003347300); Kim, Sohyun (59306775900); Cheong, Eun Ju (21733356200)","57211581010; 57207284733; 59003347300; 59306775900; 21733356200","Exploring the Efficient Irrigation Period for Larix kaempferi Seedlings in Nursery Pots in Greenhouse Conditions Using Optical Measurements","2024","Forests","15","8","1303","","","","0","10.3390/f15081303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85202688673&doi=10.3390%2ff15081303&partnerID=40&md5=43b074ebbb7231ac488868ef38aa3b26","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85202688673"
"Santos T.C.D.; Teixeira A.D.S.; Moreira L.C.J.; Toma R.S.","Santos, Thiago Costa dos (57299868300); Teixeira, Adunias dos Santos (36130512200); Moreira, Luis Clenio Jário (36782675900); Toma, Raul Shiso (21741343000)","57299868300; 36130512200; 36782675900; 21741343000","Effect of indices on desertification risk: spatial and hierarchical approach using multinomial logistic regression","2025","Revista Ciencia Agronomica","56","","e202292588","","","","1","10.5935/1806-6690.20250009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203504121&doi=10.5935%2f1806-6690.20250009&partnerID=40&md5=1558c38d71792143e1cda435499abc61","Article","Final","","Scopus","2-s2.0-85203504121"
"Hu L.; Feng Z.; Shen C.; Hai Y.; Li Y.; Chen Y.; Chen P.; Zhang H.; Wang S.; Wang Z.","Hu, Lili (59196740200); Feng, Zhongke (8877963600); Shen, Chaoyong (57204780265); Hai, Yue (57222707020); Li, Yiqiu (41661528900); Chen, Yuan (58872564800); Chen, Panpan (57207031100); Zhang, Hanyue (57204771819); Wang, Shan (57220876425); Wang, Zhichao (57222655089)","59196740200; 8877963600; 57204780265; 57222707020; 41661528900; 58872564800; 57207031100; 57204771819; 57220876425; 57222655089","Geospatial Analysis of Relief Degree of Land Surface in the Forest-Steppe Ecotone in Northern China","2024","Forests","15","7","1122","","","","1","10.3390/f15071122","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85199595666&doi=10.3390%2ff15071122&partnerID=40&md5=f161ac202ebe4e93061de4758e61b372","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85199595666"
"Tian Y.; Zhang Q.; Tao J.; Zhang Y.; Lin J.; Bai X.","Tian, Yichao (56673234400); Zhang, Qiang (57208667050); Tao, Jin (57208670821); Zhang, Yali (57208670765); Lin, Junliang (57216414947); Bai, Xiaomei (59165525700)","56673234400; 57208667050; 57208670821; 57208670765; 57216414947; 59165525700","Use of interpretable machine learning for understanding ecosystem service trade-offs and their driving mechanisms in karst peak-cluster depression basin, China","2024","Ecological Indicators","166","","112474","","","","0","10.1016/j.ecolind.2024.112474","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85200816499&doi=10.1016%2fj.ecolind.2024.112474&partnerID=40&md5=0f25605a5773188bc377bff9b88dd161","Article","Final","","Scopus","2-s2.0-85200816499"
